lat,lng,status,lith,b_age,t_age,unit_name,map_source,age_mid,age_span,lith_metamorphic,lith_plutonic,lith_volcanic,lith_sedimentary,lith_unconsolidated,lith_schist,lith_gneiss,lith_quartz,lith_mafic,lith_felsic
34.2,-85.2,OK,"Major:{sandstone,shale}",514.75,511.0,Rome Formation,133,512.875,3.75,0,0,0,1,0,0,0,0,0,0
34.2,-85.0,OK,"Major:{dolostone}, Minor:{limestone}",493.575,470.0,Knox Group undifferentiated,133,481.7875,23.57499999999999,0,0,0,1,0,0,0,0,0,0
34.2,-84.8,OK,"Major:{sandstone,shale}",514.75,511.0,Rome Formation,133,512.875,3.75,0,0,0,1,0,0,0,0,0,0
34.2,-84.6,OK,sedimentary,541.0,443.8,Cambrian-Ordovician sedimentary,7,492.4,97.19999999999999,0,0,0,1,0,0,0,0,0,0
34.2,-84.4,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0
34.2,-84.2,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0
34.2,-84.0,OK,paragneiss; paragneiss/metavolcanic gneiss,1600.0,1000.0,Mesoproterozoic crystalline metamorphic rocks,154,1300.0,600.0,1,0,1,0,0,0,1,0,0,0
34.2,-83.8,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.2,-83.6,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.2,-83.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.2,-83.2,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.2,-83.0,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.2,-82.8,OK,intrusive igneous rocks,443.8,358.9,Paleozoic intrusive rocks,154,401.35,84.90000000000003,0,1,0,0,0,0,0,0,0,0
34.4,-85.4,OK,"Major:{limestone,shale}",511.0,497.85,Conasauga Group; Middle unit; Shale unit,133,504.425,13.149999999999977,0,0,0,1,0,0,0,0,0,0
34.4,-85.2,OK,Major:{shale},343.5,332.05,Floyd Shale,133,337.775,11.449999999999989,0,0,0,1,0,0,0,0,0,0
34.4,-85.0,OK,Major:{limestone},499.95,497.85,Conasauga Group; Maynardville Limestone,133,498.9,2.099999999999966,0,0,0,1,0,0,0,0,0,0
34.4,-84.8,OK,"Major:{limestone,shale}",511.0,493.575,Conasauga Group; Upper unit; limestone and shale unit,133,502.2875,17.42500000000001,0,0,0,1,0,0,0,0,0,0
34.4,-84.6,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.4,-84.4,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.4,-84.2,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.4,-84.0,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0
34.4,-83.8,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0
34.4,-83.6,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0
34.4,-83.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.4,-83.2,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.4,-83.0,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.6,-85.4,OK,"Major:{limestone}, Minor:{shale,sandstone}",341.375,323.2,Mississippian undifferentiated,133,332.2875,18.17500000000001,0,0,0,1,0,0,0,0,0,0
34.6,-85.2,OK,Major:{shale},343.5,326.15,Floyd Shale,133,334.825,17.350000000000023,0,0,0,1,0,0,0,0,0,0
34.6,-85.0,OK,Major:{shale},343.5,332.05,Floyd Shale,133,337.775,11.449999999999989,0,0,0,1,0,0,0,0,0,0
34.6,-84.8,OK,"Major:{limestone,shale}",511.0,493.575,Conasauga Group; Upper unit; limestone and shale unit,133,502.2875,17.42500000000001,0,0,0,1,0,0,0,0,0,0
34.6,-84.6,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.6,-84.4,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.6,-84.2,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.6,-84.0,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.6,-83.8,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0
34.6,-83.6,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0
34.6,-83.4,OK,sedimentary,1000.0,485.4,Neoproterozoic-Cambrian sedimentary,7,742.7,514.6,0,0,0,1,0,0,0,0,0,0
34.6,-83.2,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.8,-85.4,OK,Major:{limestone},470.0,449.0,Chickamauga Group undivided,133,459.5,21.0,0,0,0,1,0,0,0,0,0,0
34.8,-85.2,OK,"Major:{dolostone}, Minor:{limestone}",493.575,470.0,Knox Group undifferentiated,133,481.7875,23.57499999999999,0,0,0,1,0,0,0,0,0,0
34.8,-85.0,OK,Major:{limestone},499.95,497.85,Conasauga Group; Maynardville Limestone,133,498.9,2.099999999999966,0,0,0,1,0,0,0,0,0,0
34.8,-84.8,OK,Major:{limestone},477.7,459.044,Newala Limestone,133,468.37199999999996,18.656000000000006,0,0,0,1,0,0,0,0,0,0
34.8,-84.6,OK,sedimentary,1000.0,541.0,Neoproterozoic sedimentary,7,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.8,-84.4,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.8,-84.2,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.8,-84.0,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.8,-83.8,OK,sedimentary rocks,1000.0,541.0,Neoproterozoic sedimentary rocks,154,770.5,459.0,0,0,0,1,0,0,0,0,0,0
34.8,-83.6,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
34.8,-83.4,OK,volcanic: interlayered sedimentary and volcanic rocks,1000.0,485.4,Neoproterozoic-Cambrian volcanic: interlayered sedimentary and volcanic rocks,7,742.7,514.6,0,0,1,1,0,0,0,0,0,0
